2015-03-05 14:39:51,818 [Worker-0] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: be.csmmi.zombieserver:ZombieServer:0.0.1-SNAPSHOT @ D:\KUL\master\2e_Ma\CSMMI\HI BRIT\ZombieGame\ZombieServer\pom.xml.
2015-03-05 14:39:52,959 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/com/github/sarxos/webcam-capture-driver-gstreamer/0.3.10/webcam-capture-driver-gstreamer-0.3.10.pom
2015-03-05 14:39:53,115 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/com/github/sarxos/webcam-capture-driver-gstreamer/0.3.10/webcam-capture-driver-gstreamer-0.3.10.pom
2015-03-05 14:39:53,131 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/com/github/sarxos/webcam-capture-drivers/0.3.10/webcam-capture-drivers-0.3.10.pom
2015-03-05 14:39:53,162 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/com/github/sarxos/webcam-capture-drivers/0.3.10/webcam-capture-drivers-0.3.10.pom
2015-03-05 14:39:53,178 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/com/googlecode/gstreamer-java/gstreamer-java/1.5/gstreamer-java-1.5.pom
2015-03-05 14:39:53,209 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/com/googlecode/gstreamer-java/gstreamer-java/1.5/gstreamer-java-1.5.pom
2015-03-05 14:39:53,256 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/net/java/dev/jna/jna/3.4.0/jna-3.4.0.pom
2015-03-05 14:39:53,287 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/net/java/dev/jna/jna/3.4.0/jna-3.4.0.pom
2015-03-05 14:39:53,318 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/net/java/dev/jna/platform/3.4.0/platform-3.4.0.pom
2015-03-05 14:39:53,334 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/net/java/dev/jna/platform/3.4.0/platform-3.4.0.pom
2015-03-05 14:39:53,349 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/com/apple/AppleJavaExtensions/1.4/AppleJavaExtensions-1.4.pom
2015-03-05 14:39:53,381 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/com/apple/AppleJavaExtensions/1.4/AppleJavaExtensions-1.4.pom
2015-03-05 14:39:53,412 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/eclipse/swt/win32/win32/x86/3.3.0-v3346/x86-3.3.0-v3346.pom
